,region,townsize,gender,age,agecat,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,Total_Spend,log_Total_Spend
homeown,0.045619549319526005,0.02413285133160997,0.006350971910099028,-0.018264093420188893,-0.014792732721431138,0.05107692425503883,0.054535239999404767,0.02816731013719326,0.0023380329239255744,0.02026071522567232,0.021710210644870644,-0.09416155391705733,0.14387269583717147,0.15552686763595375,0.14459989696028053,-0.001323856846614011,0.08770943564775174,0.0855637617270859,0.10344188043252794,0.10600935442096765,-0.02763807340353671,0.006815425325837064,0.13042041516744018,0.12682737295902924,0.11851601203512434,0.1203680632574396,0.009655103818580112,0.02176620610721392,-0.019231759216517604,-0.007778782080455978,0.022123544175383217,-0.003955460403700521,-0.00225800792278922,0.008888465649864362,1.0,-0.04812086954472912,0.13578450107532972,0.13359328016346675,0.0052092434989948885,0.02079066580207441,0.013806560207594682,0.1292037424273739,0.07974005689746427,-0.010681200895735534,-0.002955962568074787,0.018563937616676563,0.018337143558740554,0.006937614352158146,-0.007533290743596232,0.006845161370658581,-0.01268508018691257,0.03787636586910428,0.007942482734468966,-0.00608923846902344,0.004453632072748402,-0.005282123921252156,0.009107575637016824,-0.018893411394839136,-0.01026716360315319,0.019137345611734743,-0.009078252477577495,-0.011161138121337857,0.01105348776370482,0.004438857059572933,-0.016307394616014638,-0.01566656400256009,-0.023752815922635184,0.08154186689524036,0.07545882217014115,-0.011934448193707222,-0.01691763565993712,-0.00594339921815136,0.001799008933955693,0.08858140357208034,0.07994300455360445,0.009989330528563652,0.018238748265870453,0.08362916701283467,-0.015308805246990312,0.07229308456967806,0.0803947948753491,0.07355050438620843,0.0820082950801386,0.06452856325450496,0.0791807561569106,0.049441640916784324,0.09067028284224993,0.04512384108842614,0.03159740323630826,0.04512838519666215,0.04497111267075135,0.05142749301084584,0.023870782332170444,0.06926661466102892,0.04798104678657371,0.002666525024412851,0.05938007287530846,0.023321505678213176,0.06428785655714529,0.07671468131964934,0.048034097146628985,0.07772678067729355,0.02701211577453516,0.06339658300606131,0.056916614521602585,0.04838318275625294,0.022765223207049427,0.04650082650810808,0.05895138222201197,0.060571109750140635,0.060737393191920334,0.01617169731863619,0.059320950277836,0.008128469709321682,0.09041984458200243,0.07516028068725335,0.07699488501465789,0.059167250925859304,0.03689744127391875,0.036044732616878156,0.02764232282938021,0.0660788240480882,0.057451002767640764,0.023682118960993034,0.02019684886885591,0.013669576519265453,0.07180731118845808,0.0698229720444028
hometype,0.01705180207195396,-0.003216738769957592,0.0032001248082402863,-0.022518754158597887,-0.027187329240999276,0.018660166018272105,0.021945332660590344,-0.022920499132203825,-0.007312020872784439,-0.0426477077097507,-0.03994602444759652,0.051154987417794985,-0.09463861699673846,-0.09277981755764238,-0.08993473472804082,0.02524865814405963,-0.046261047266392415,-0.03656513182038872,-0.05406280140836734,-0.04456827972819055,0.01304264883992333,-0.020749969095554013,0.008698323667651529,0.010955853692092963,0.008648712957117643,0.01552011804340979,-0.0138223490544363,-0.014341593264988977,-0.007727684663740352,0.01576500869709792,-0.0029138332683847925,-0.002753120650831671,0.0028951969696509776,-0.010079028078161687,-0.04812086954472912,1.0,-0.029572518767198994,-0.0337131987571645,-0.01523627512508843,-0.013400602235876257,-0.019234368275912676,-0.07367026448258221,-0.03683784106610939,-0.006474398495616976,0.010951441101680585,0.0031026802885590994,0.0038245409771091097,0.012673999822039999,-0.006368614869921679,-0.003777799955469178,0.02594728507422678,-0.009098366631189079,0.013253354462968285,0.021598374645759998,0.014671566105929214,-0.006707220193955997,0.01298980976769698,-0.0016998861787894776,0.009659566163257801,0.0009011530616630288,0.0032170589608283558,-0.007874976845469754,-0.009752371727514765,0.01051092912413354,-0.013069626158939168,0.018957958304615073,-0.022605126436290143,-0.02742635030810372,-0.018441023844416374,-0.022788468462963937,-0.013082201345413434,-0.011277400602590927,-0.011004522467463472,-0.03157504419555152,-0.020368864913943695,0.009509726756380074,-0.024170082244170468,-0.020523594636695567,-0.0033776638860163253,-0.024001478267275174,-0.01536833699924196,-0.027142826853868676,-0.02034069066913319,-0.020404351121193907,-0.02949934929390096,-0.024167077718339043,-0.034663808431031604,-0.028989961830956493,0.0139065280608101,0.011390612883961303,-0.0015932732181911488,0.010784815523796,0.0005567383037889264,-0.0035573907404749575,-0.027686606125819,-0.030886249512986647,-0.027398704801880693,-0.025376201739109434,-0.004653003541009126,-0.007432623514727136,-0.009772602680123645,-0.008181984940473078,-0.0032143891764446486,-0.026027833578533697,-0.022095888915118583,-0.021494262756075418,0.003024002318642675,-0.024038017459705352,-0.028401366361900302,-0.013873192676018588,-0.022632371065924476,0.010232626323232099,-0.020893754010043904,-0.048289225218027386,-0.035651837683376625,-0.020189107026284035,-0.039988693512378326,-0.0091538950428191,-0.011309704312764037,-0.00037980245930594435,-0.0010191015282384954,-0.016105376311439254,0.005216525079714793,0.005355017025058374,-0.008340661465402466,0.012760591109244187,-0.014871160586563598,-0.016063627792303404
address,-0.004960376172077168,-0.04197978338520541,-0.013454274553585253,0.8241890324292599,0.8015578452245163,-0.055953795685678404,-0.04393776416125886,0.04801407877763842,0.0020885164455125356,0.6094030249031305,0.6390368872295569,0.41317325391451426,0.2606123764126294,0.21094924499918144,0.2638868092126058,0.028867432774860754,0.16969824952872703,0.13654809927637865,0.1883162566473602,0.16850579762271256,-0.3571724112062317,0.3574391322862842,0.05785869280634457,0.049818893618031074,0.04634710578097847,-0.24298289600876669,0.027656499189251792,0.019472670609130844,0.010788088065232482,-0.003980053615307352,0.010259365532990028,0.012545503567236611,0.008102063354260843,0.020089003089328476,0.13578450107532972,-0.029572518767198994,1.0,0.9271686386443,0.006736423871142361,-0.044013691327663036,0.01598241877070092,0.22200152762853076,0.16908064509169227,0.008361852280654987,0.017834459514809792,-0.0047789765278996345,-0.00448680108656905,-0.028604314939357826,0.0036605229890050127,-0.00819905482775355,0.030748341632470623,0.0055710101647673945,0.012861645129537438,0.0009537965775045464,-0.009399311937164753,-0.009067641254214009,-0.010472458020239928,0.008891096410526461,-0.02522473061250203,0.032867453480122835,-0.02343017366212882,0.016766403222363276,0.0031581613869646127,0.015644097201670107,-0.008650607289047185,0.0014177083536037916,-0.0057118415459014625,0.7521864307868272,0.6490112498900492,-0.019374806273827226,0.02686069196835758,-0.010646749639768858,-0.006419180608303687,0.7186888134427156,0.6580961507111664,-0.20184619026377523,0.10719657235141031,0.6430269590740972,-0.26350086951998947,0.5382623331733604,0.5684178285445414,0.572439667940035,0.595590885092305,0.006080474303661417,0.1316796641287434,0.26029227100825814,0.2997726527760368,0.3738289008451149,-0.11599686574098433,-0.07212882935151647,0.11776783775000113,0.12332335940899099,0.29314421629386367,0.3062836887822113,0.3278176935621265,0.1723938206931784,0.5134347409142095,0.4215048186864401,-0.04869969521053589,0.015700986635617874,0.1518610978259276,0.15533714037317695,0.26426324021254105,0.2812338438032692,-0.05227747004456749,-0.051882379180231114,-0.1040916045735607,-0.00936583612231947,0.0014153587879931718,0.004249589272850911,0.009094346533911661,-0.09978819260948751,-0.013821847762233032,-0.0008894765158772352,0.14578115121052812,0.14439583502155762,0.1116782000010605,-0.04773809837996639,-0.10423596561506815,-0.1762297418873336,-0.18245511095378236,-0.03393807803169128,0.3948211958714178,0.019852495346239358,0.011721475172696989,-0.025512334815125676,0.07209668544913071,0.04761069182220092
addresscat,-0.0008424961235388197,-0.04324965595724393,-0.006029911678894045,0.8270640824505624,0.8290987796032148,-0.03295477857353503,-0.020500784326100047,0.04135012368802892,0.0018476000891968643,0.5986114591649585,0.6641108105365527,0.3525590986278951,0.3127225190603371,0.2942970857292906,0.3410765169087675,0.038060938915445666,0.20343618443854183,0.18418969389592427,0.233247569312237,0.23062072709637238,-0.3762417907324977,0.40073491408907286,0.05214603857625481,0.050169727403927396,0.050979212484605636,-0.2499025411728218,0.03138773109576293,0.01714652414672093,0.014531445888134436,-0.003983521327136039,0.01496950325789046,0.016682836805778232,0.008850539840921719,0.022431221017814224,0.13359328016346675,-0.0337131987571645,0.9271686386443,1.0,0.01383918223193918,-0.026450562206304,0.02266298219262503,0.2763292500491917,0.2123902370731241,0.009066075639113361,0.01610313973562772,-0.00888407079307967,-0.006960485990925949,-0.04207411477850551,0.010892773537818768,-0.009256637010868901,0.021578149233559323,0.004887681117117222,0.0134259640899048,0.0016795225646583077,-0.0031440151567131277,-0.005287145342010776,-0.009320731362056451,-0.004142077679772839,-0.021750863296392222,0.043539643277793916,-0.023305181001938197,0.018768251035066245,0.022295695542266118,0.01326149339502296,-0.003457794399351702,-0.0009343199559548972,-0.004300082811835175,0.7309494373464588,0.7012361874936892,-0.02365762131598941,0.02383536203021609,-0.023905259454262202,-0.006057047539787102,0.7036132758844325,0.6888054779278594,-0.21317140568448595,0.12245943081813793,0.6306385494016915,-0.25903857052064483,0.47373752466755864,0.5362621753788754,0.5039688332869892,0.5914765269859679,0.016137366376221235,0.13193880157156798,0.24677834272562793,0.290981562758621,0.3801955453443431,-0.10629712271345719,-0.06084940516165445,0.12453539298413963,0.13199571381101965,0.3081533543495392,0.29206825484962484,0.2975275030232463,0.1466534841477484,0.4710699180077343,0.41641975130661185,-0.03676666992685297,0.024566656175427793,0.14916569393147433,0.15977672258360684,0.27477574498406665,0.271247133370914,-0.047508347272978264,-0.03893581649349223,-0.09164480882045938,-0.0049375298283731925,0.014426439322971885,0.013158023612590594,0.020300683407253998,-0.08811434433818824,-0.00220374101960853,0.009467920744591997,0.19012374687787964,0.1841894724838324,0.14367827326749108,-0.03492339304559065,-0.09921272026265922,-0.16583211507544598,-0.1695456486107985,-0.02142093873392909,0.3813009779426595,0.019875255735129813,0.02275660936453313,-0.019743763533756696,0.09703523343310926,0.07448920169570698
cars,0.01628049201654424,0.0035086847719125033,0.014402503733709774,-0.008368060219532295,-0.00428333796254164,0.0029389876249384874,-0.002638819561410397,0.018519084720965136,0.0032428002453404135,-0.00016614966855620336,0.009337421991193539,-0.03745719490494792,0.04480679874015508,0.0518806198867777,0.057675165542277765,0.020154426866275492,0.03811398173853553,0.02883642820076323,0.054949386590688744,0.05107868589413171,0.027517448655083203,0.01540856524226443,-0.006594420468003851,-0.007817910469807027,-0.009579659282502368,-0.02399987486645372,-0.00811642055224353,-0.008601136991631094,-0.006990780315280787,0.019790712495870333,-0.03040734974620676,-0.013909796006977263,-0.007650705769103851,7.109728525563595e-05,0.0052092434989948885,-0.01523627512508843,0.006736423871142361,0.01383918223193918,1.0,0.4753462964083656,0.3795532587354003,0.2427299681617821,0.4249143558561597,0.38606244988412997,-0.0036334213577201174,-0.5794640732850427,-0.6126660775827703,0.008903507520565599,0.6518766219765054,-0.0068389547720970265,-0.03965134775881259,-0.06217566903582807,-0.03357794346111712,-0.03509520422872483,0.01653511053352033,-0.07826998279185166,-0.010033263588559849,-0.050490897448831284,-0.004235360136861542,-0.03363273724643582,0.017670590377266246,0.006839332195845406,0.022685250288073142,0.03296966746964878,0.005588356956473616,0.015223783643828754,-0.017730020285641905,0.001098060326931248,-0.007636628353733139,-0.003556911413536162,0.017189008868209198,-0.0067203635884871575,-0.017563733409825182,0.01070620776353707,0.002877143994381922,-0.002567928966114513,0.005876720875268227,0.002075162252584267,0.0409394151977969,0.0031017376293067675,-0.003702912515109497,0.006518507829753118,-0.006149745287419635,0.010672398743766147,0.005294313040153793,-0.010181397866558547,0.010292012139344258,-0.008308267263570932,0.005064880089639172,-0.0026569361157283244,-0.02238108311675631,-0.00982413397149177,-0.024822596170403843,0.007204035502150413,0.014236291635672346,0.01774772331511957,0.014349094852556442,0.002972954092344493,-0.008518913084019843,-0.017889829212168036,-0.027043960667462983,-0.012438248716370118,-0.018307050462547075,0.00012363024288185206,0.0009011942460312875,-0.00014971434456808637,0.0023040193889213825,-0.004068659037605491,-0.01376631871846411,0.0022766633005042725,0.019766287199667946,-0.002073021009335709,0.015322047459096976,0.008561669028058187,-0.005076682024263104,-0.005969202763098344,0.002385535984271717,0.006064430313569499,0.0020066995744784616,-0.004546185640457099,0.017006204569542705,-0.007675254117934981,0.005707729076344133,-0.004087060876928572,0.0225662217802277,-0.003281974699231712,0.007112961811591796,0.014108502067277958
carown,0.016652347302485465,0.015320920588505786,0.009135270484580434,-0.0815628885219691,-0.07091004241184345,0.038881555239814417,0.033752174466205674,0.0018929975231348714,-0.00161848505246507,-0.03906692970844903,-0.018673961947748306,-0.1725166168001122,0.1560547320621597,0.2042687219124613,0.17838357391664944,0.009333198940040153,0.10116884420159623,0.11059459955921867,0.1254853485769913,0.14042096586189098,0.06773439883008442,0.007043799429721499,0.003667078749236991,0.004914932992564651,0.002109473458837247,0.016646989324702537,0.018704727336798562,0.006791638355069987,-0.005923018473575045,0.004660267527275191,-0.008213468328518716,0.01031691857802531,0.0007589922075688994,0.019629104911137594,0.02079066580207441,-0.013400602235876257,-0.044013691327663036,-0.026450562206304,0.4753462964083656,1.0,0.5871724951074243,0.46275667613764565,0.7136167543022539,0.5707887387162197,0.00462497198254144,-0.27642623044801523,-0.28985691491403665,0.0195204547173467,0.3888886650539738,0.001974638343379291,-0.024482879079181317,-0.02863501994052352,0.010509680517822709,-0.013461487491305947,0.01695319746322177,-0.03821400288838043,-0.010795718726941697,-0.021040358193494407,-0.0017381387131515525,-0.008399061675738746,0.02317096364124781,0.013225362108675125,0.04814975130978365,0.03210999589284162,0.0024717849530530257,0.039068659891102864,0.004136798186904073,-0.03829663007323169,-0.03125300873524885,-0.007679146515656514,0.00037446493280004426,-0.024478905156069493,-0.01671709440129501,-0.03348371104492375,-0.0321342839939991,0.016248158672133146,0.015859478530647123,-0.0331147363297315,0.035109757454704266,-0.02193843916718951,-0.02756480123537209,-0.023853248709884055,-0.02716404381657207,0.02247574424314753,0.022957173544183734,0.00462918210391423,0.012235078965595031,-0.005721988802963295,0.017433278295062103,0.016971325076186462,0.0010842909712687357,0.005954539215853776,-0.009116755188190577,-0.0046428245797005855,0.004162025958306156,0.01269869247482784,-0.01714569706474424,-0.0060114166597053376,0.03579501873754223,0.030521050182812114,-0.004903483584448877,0.025417562796568437,-0.0022362464624184736,0.004705490004990695,0.02544031175981567,0.04395380676983717,0.01262046837211027,0.025095973093465753,0.021304842387329295,0.03528185514460033,0.03427338172657034,0.0077166935355203825,0.06265496220633336,0.019003787629126228,0.058967606776559794,0.05662075196458282,0.07747569689690241,0.014017827169748512,0.01622674228695828,0.019689607134741483,0.05095799491633752,0.02517786785627141,-0.004054882104700461,0.010918447496799768,0.028836456805733993,0.00902044750010023,0.06026663530701518,0.0742072623989774
cartype,0.008766252826654853,-0.009613930977081011,0.013085756026877038,0.010314755506231761,0.012551431970909474,0.013684421102720662,0.011866395539019588,0.010942308068279668,-0.002496166754926232,0.002151351074888853,0.012012716700279103,-0.006685615034244615,0.05551822456458941,0.05072303356003179,0.054255596114527516,0.017395183492672033,0.02920446397523972,0.02852223082998567,0.05934695800667535,0.0440986290938967,0.024219739010024874,0.014587633511873593,0.005245379037542789,0.008642305921883225,0.006905144579556103,-0.01732606533794749,0.0017797068425927103,0.006347161196993883,-0.00489369583869208,0.020432637057311482,-0.021285821861040614,-0.026505418955871086,0.011916940849911057,0.003846828007243495,0.013806560207594682,-0.019234368275912676,0.01598241877070092,0.02266298219262503,0.3795532587354003,0.5871724951074243,1.0,0.3065483272145352,0.5337165208660846,0.470838958969337,-0.015698138591371306,-0.22510763055350372,-0.23028588775956002,-0.006326626869712893,0.316167818174454,-0.004420756571898084,-0.00912558795188292,-0.018700781670318797,-0.0020893175697505777,-0.025073579858838995,0.013885190727384327,-0.0459276589029463,-0.021457060010239806,-0.034708163459155145,-0.021509441599615643,-0.019103707985771573,0.021093403548520545,0.008062514844806641,0.018160514811480247,0.029874036844149413,0.010834034049202315,0.02625300002752702,0.0013573638698543549,0.014652624773281747,0.009615749770814095,0.010677003968954074,0.015553711013619072,-0.001359191573879482,-0.005349352671121817,0.007808183315270776,0.0019728427100071636,-0.008033809536337713,0.01601440391478076,0.0026409403972216584,0.016767043436011233,0.004368288970878703,0.0017544764314589198,0.00498917176615681,0.0027881543879913146,0.0002726972653931985,-0.000500002943665289,-0.0032419254974348833,0.0007470448409184454,0.004031751962176998,0.00204988448022923,9.344383525863404e-06,-0.0053056276891620706,-0.006032707875463928,-0.001363067410318436,0.011475583056876232,0.018356532044976948,0.014051891897752408,0.010616506234427996,0.0033874655335955055,0.0027233950735660248,-0.0012639176426810527,-0.008345760871513216,-0.006791889341191678,-0.005695204327056547,0.0039554987869373694,-0.007920974705456644,0.008047136945572842,-0.002142247156720835,0.009302073192347842,-0.0027046200302700296,0.014654180731567797,0.013102035382706245,0.0037086854009779017,-0.006595020806186008,0.00083215000203641,-0.006533936702703099,-0.02237703879965179,0.010443331248441979,0.00036848105824087456,0.0014118333976129278,0.0013859025066257195,0.023250459509437854,0.01012923273986073,0.004058896746776076,0.002541760606307502,0.007192485638102955,0.0006380118767425904,-0.00033816974382042375,0.003455931400156643
carvalue,0.040196989166238206,0.001887172329007547,-0.007357197283029493,0.17575969424802068,0.20056210303831443,0.15766367871127998,0.1572068529569658,0.09482314347182429,0.004754314895138162,0.2916743089074047,0.33306670734990423,-0.24181104468761955,0.8368401796799378,0.8019384990566077,0.8074196893210812,0.014134290533983445,0.5203464738760356,0.4651105929478646,0.6001019373552433,0.5377468343555619,-0.014736851005097527,0.24121407894349292,0.006829805520746711,0.03111212555673731,0.04175470248308865,-0.06963466436139007,0.020097193553271952,0.0029450462038039197,0.01751754295921717,0.010439549864635373,-0.008771502813653378,-0.0005709584729881974,-0.004708852376927479,0.016350258639948666,0.1292037424273739,-0.07367026448258221,0.22200152762853076,0.2763292500491917,0.2427299681617821,0.46275667613764565,0.3065483272145352,1.0,0.8389637580704907,0.3094878533805442,0.0006541318734647263,-0.13499303010500371,-0.14441880889113784,-0.017632288968613408,0.20480875698871084,0.0008629669392883843,-0.004860248577421386,-0.01582577765856327,-0.0009108748080945332,-0.0021608760330809468,-0.009085652823759222,-0.022493488748844912,0.009068831545039412,-0.009157953625985487,-0.005054999550386761,0.06049479444419842,0.01671871931667575,0.03794130473878759,0.11386289879335561,0.028950880536429642,-0.0059057800435575,-0.008516125421711946,0.0003546789477977758,0.23504899672213012,0.246075985611217,-0.05673309132383436,0.0008494993565016996,-0.018411524762156812,-0.001552546307468936,0.23548631019840738,0.23732903952895104,-0.059735466068135464,0.07987107306089551,0.20218638727760466,-0.034306465053981786,0.16019703080532613,0.18139061684719002,0.16421902840656277,0.19822088522927017,0.1245087124417714,0.18908407572412528,0.16541956724600038,0.2238089632324849,0.1589848189101488,0.0560374956713423,0.08940384228702211,0.11083918537069282,0.12825234560712148,0.10811466484585623,0.13874837853392413,0.1425480959478888,0.06967401049776305,0.16564910035995878,0.12495508918425485,0.1289983491976324,0.16364019481984654,0.11588872766561384,0.19063633412507872,0.10862413437660243,0.13428611790235168,0.09589812305647856,0.11962083370793389,0.05533455000810198,0.11391361000716146,0.13797835531961689,0.12804528937575332,0.14001252638666217,0.03647890074466843,0.11079287847995888,0.04670450479984763,0.21170775036962503,0.21232992319445282,0.1955967515211218,0.10575720586713884,0.044595104601898854,0.024885261109416072,0.04096949468327586,0.11067738356606091,0.12660731425656666,0.006869868071091106,0.06429713109498036,0.037119950427034504,0.3193674520299026,0.3067840591243854
carcatvalue,0.03100436386612676,0.0008606287148778643,-0.0024082281013590224,0.1410030403431726,0.16058460198931218,0.10494732119558986,0.10528601440800486,0.05517308696290636,-0.005879448715430227,0.19753677511459794,0.24596616199943666,-0.15925770781416598,0.5372835831836236,0.5643541646072262,0.5755424021618373,0.01605000309319101,0.3402789679463432,0.32314617019381764,0.39785462090219964,0.37843043977445423,-0.01178796047278427,0.1794006011934035,0.008534572463652587,0.02462624109868099,0.029728505389481064,-0.05844325569470586,0.027503031159677144,0.011739614139468953,0.01242085986194406,0.018242931940524374,-0.009035448523222684,-0.0023552471943065175,0.0035219526144762876,0.021644216967236354,0.07974005689746427,-0.03683784106610939,0.16908064509169227,0.2123902370731241,0.4249143558561597,0.7136167543022539,0.5337165208660846,0.8389637580704907,1.0,0.5265541025031849,0.006213550823215362,-0.23935580257807004,-0.2524831790986016,-0.007919837791547245,0.3542195698681581,-0.005341647191393838,-0.01380213043707548,-0.02353571705909706,-0.0006822951850327954,-0.005505876775449608,0.0009787451037989044,-0.04308108256652134,0.0033882269589836675,-0.011379783698548957,-0.010506031075021757,0.01953899314766824,0.019580173312585006,0.029448777297192877,0.08605525106561929,0.02864261280931712,-0.006968262016031635,0.00996958739559015,0.005877351386862602,0.1689824791018237,0.17943469563958833,-0.023767596919443985,0.014432631740024193,-0.020151029734555844,-0.00734023640297069,0.16863452298198367,0.1697588554490481,-0.0464647031964045,0.06331688136129413,0.1417007182970766,-0.0050964300097400515,0.10950015502610812,0.12338892273736538,0.11323556930752812,0.13613213227128115,0.06889779263068561,0.11066974018118704,0.10222062268491283,0.13552678247123606,0.10269669272294071,0.0356954574529156,0.05701533744052062,0.07106274989398381,0.0835371243518567,0.07300383973069022,0.09911237912266779,0.10743826890812216,0.05488513888902018,0.11847915799088192,0.08964740268031543,0.08371964915319546,0.10270140487377223,0.06485447196138713,0.12004793760714924,0.06682089186745757,0.09550778126467252,0.05637701391057776,0.07916788404311637,0.03042777566340949,0.0710410902084935,0.08716148215779142,0.08599681775998747,0.09566677194146282,0.020292795108812448,0.06882775099908937,0.027682334639423333,0.14128935755107172,0.1364354351930961,0.1336104731149167,0.06215461297584953,0.026838600902238625,0.004812802344972703,0.03725248977164458,0.06993879885538369,0.09368520448414948,0.0034958371017538453,0.05024057973761936,0.02635879949465297,0.21162912169798406,0.20670242269161404
carbought,0.009806013326153728,0.0010188574976192015,0.005596929317454023,0.008255481559535293,0.009064882372676572,-0.00043965618960369713,0.0031004709712629023,-0.0033719250945146817,-0.030318062353670565,0.006982014824962381,0.017507660753554866,-0.013977244472066828,0.07128501713769406,0.0606289575700513,0.060401624100973994,-0.0021573451837895484,0.04722948813469696,0.024470344184704545,0.05591618650415728,0.0316486621284726,0.03195273142729444,0.03274851574432934,-0.013553377860745801,-0.015736114200277977,-0.019972471709892168,-0.02136905805000021,0.009371752743152151,0.006032562148308472,-0.024356947526143046,0.016945293852036143,-0.01712070337756452,0.000275938773008594,0.017244797853121354,0.011759825695135388,-0.010681200895735534,-0.006474398495616976,0.008361852280654987,0.009066075639113361,0.38606244988412997,0.5707887387162197,0.470838958969337,0.3094878533805442,0.5265541025031849,1.0,-0.20709492281764605,-0.2199890910091896,-0.22579551247809798,-0.004274933539106877,0.3043487692364868,0.0006785281461697763,-0.014274174100406403,0.0002474073083166171,-0.00252581652890903,-0.016115339492913203,0.011624482393367505,-0.048008396418619044,-0.03295233778714206,-0.006505056320500499,-0.02012652239194148,-0.0023446718766449684,0.004430083431618886,0.004290912642746336,-0.0055136678663614104,0.023782630596615183,-0.004766876530342237,0.02266048910510383,-0.01735805929809552,0.00539124073126918,-0.0020209631664361697,-0.0029979005065754777,0.008798241354016037,-0.0014902531570808934,0.004330352295945728,0.008417311380950605,-0.0003363889815187181,-0.0006121902397405077,0.01474602066416782,0.0028409442155842486,0.014509445670203316,0.007861782698388059,-0.0016021224036249996,0.010101182031042046,7.06245592036104e-05,-0.008244096004610174,-0.0012772662680044795,0.006231671015486182,0.0041311835197139,0.007126587683094422,0.006523416338688438,-0.0016870232930243309,-0.0236266546603669,-0.003152531007246913,-0.006832304606362484,0.00116464119978055,-0.003351710534346529,-0.009448240324673696,-0.001053490435829612,0.0027301744205969177,-0.010387384771025835,-0.012056892213622649,-0.0032361546891795418,-0.007500843644975256,0.009164507454638024,0.001522745678542199,-0.014158701079170785,0.0029237707716958565,0.002139463397878649,-0.007296227356057971,-0.004795188868751523,-0.007928289711407587,-0.00538395896971021,0.010885643048082443,-0.0005461403695980538,0.0007446062227296245,-0.018590559704857876,-0.01814878873943037,0.00033575933779638937,-0.014015826079007355,0.012776817518551047,-0.031890265467190475,0.01337914516496485,-0.003919719344749185,0.009719331422750837,0.012601657091629356,0.0005578998724527861,0.016911258915782292,-0.000992212820284894,-0.005658500637435369
carbuy,-0.00982059302693786,0.00912658202156378,0.011661577203949766,0.01900129381846628,0.016535621031368984,-0.002091045140013468,-0.006172582503247677,-0.0066627253277675375,0.008234285808954864,0.0141305046392236,0.017668376391085757,0.006553161913762354,-0.009585402004490779,0.0006244575054046806,0.008552070419739348,0.012758085047590408,0.0005233764971633146,0.009741446729729271,0.011547642939814522,0.01253541557219714,-0.005635146974828732,0.006224853515435006,-0.003134729591519152,-0.0004968047437906547,0.00292966859193611,-0.017291846390066087,-0.013397086437804032,-0.002112506502437334,0.008299680055282315,0.0015033914728379456,0.004189848875119418,-0.003924990840274813,0.016275865517107482,-0.017972157350927748,-0.002955962568074787,0.010951441101680585,0.017834459514809792,0.01610313973562772,-0.0036334213577201174,0.00462497198254144,-0.015698138591371306,0.0006541318734647263,0.006213550823215362,-0.20709492281764605,1.0,-0.0026019427861919482,-0.0066115164839604355,0.009206600151483973,0.007496806131363148,-0.022222175264831955,0.0022473362763106865,-0.0032476446251857877,-0.013671415205370541,-0.0073667546074871046,0.03325155703048322,0.013050468313419446,0.009922993676545009,-0.0024939335851428485,-0.00269220539382614,0.006027997177243547,-0.0080817268994811,-0.01398652094296438,0.011675505746430892,-0.001803383077828178,0.004417822663402592,0.0242406889359147,-0.004873038020532475,0.011303738724258794,0.021880986230321916,-0.007733973288705487,0.009727830197486128,0.012721763143841247,-0.004159107485589348,0.008798123283475743,0.017900795094843363,-0.007621371933346772,-0.00791875248630536,0.009781614970440763,0.023915533185293155,-0.002462363821964975,0.0035953039355635765,-0.0009701251236378908,0.0077649832233478095,0.017128385389099197,0.016012932289594693,0.0012411737160074874,0.006440627657482426,-0.0119035696044389,0.0077804583303107576,0.014321567483252461,0.023259064751540187,0.010179821301148806,0.000679122953854884,0.00023922269341903414,0.013625267588002738,0.013339843866405379,0.009734931310631098,0.0008021523179980957,0.021430522031019587,0.015570839573783288,-0.00784019344112231,0.010274101159238798,-0.011107817882027027,0.018692053430951636,0.029073030637782462,0.01484430131363957,-0.008412812260229312,0.011894115914876944,0.010340370878217457,0.02793497256226459,0.01267961245757294,-0.014176517727981232,-0.02034220847956078,-0.017898389129225346,0.010998063693163787,-0.014892605156674508,0.008808359610029758,0.026179955858282172,-0.01572563607563741,0.016707692254668793,-0.006682786550246066,0.001375787767603448,-0.008376691221751572,0.012189124851917622,0.005837033477584541,0.009341465264479206,0.015206175760802812,0.015983220357581412
